epoch,accuracy,loss,val_accuracy,val_loss
0,0.2784687578678131,20.219064712524414,0.35249999165534973,1.6140954494476318
1,0.33524999022483826,1.5820786952972412,0.351500004529953,1.581739902496338
2,0.3359375,1.5730363130569458,0.351500004529953,1.582028865814209
0,0.2409999966621399,37.642784118652344,0.2619999945163727,7.969168663024902
1,0.27818751335144043,3.4755876064300537,0.32899999618530273,3.042212724685669
2,0.30412501096725464,1.9934874773025513,0.3345000147819519,2.032665729522705
0,0.27281248569488525,26.214075088500977,0.3529999852180481,1.703652024269104
1,0.3344374895095825,1.634687900543213,0.35100001096725464,1.5949946641921997
2,0.33506250381469727,1.5793794393539429,0.35100001096725464,1.586670160293579
0,0.33143749833106995,1.6199872493743896,0.35199999809265137,1.5810596942901611
1,0.33512499928474426,1.5761915445327759,0.35199999809265137,1.5813313722610474
2,0.33512499928474426,1.5754104852676392,0.35199999809265137,1.5822203159332275
ML_event_logger WARNING@[19/Feb/2023 20:46:20,266]: 
	User attempted to encode an unsupported word: 'monkey', which is not present in the lexicon.

0,0.3344374895095825,1.5852385759353638,0.35199999809265137,1.5810381174087524
1,0.33393749594688416,1.5763088464736938,0.35199999809265137,1.582695484161377
2,0.33375000953674316,1.5764927864074707,0.35199999809265137,1.5826945304870605
0,0.33031249046325684,1.5852665901184082,0.35199999809265137,1.5827680826187134
1,0.3330624997615814,1.5768793821334839,0.35199999809265137,1.5820279121398926
2,0.3348124921321869,1.5765726566314697,0.35199999809265137,1.5800633430480957
0,0.24256250262260437,94.3261947631836,0.2160000056028366,61.08200454711914
1,0.2511875033378601,37.06629943847656,0.23000000417232513,35.148155212402344
2,0.2539375126361847,22.08917236328125,0.2370000034570694,23.85199737548828
3,0.2581250071525574,15.029403686523438,0.24950000643730164,17.939083099365234
4,0.25837498903274536,11.005565643310547,0.2669999897480011,13.707231521606445
0,0.23531250655651093,112.12506103515625,0.24549999833106995,65.79071044921875
1,0.24643750488758087,40.11796569824219,0.24400000274181366,38.97349166870117
2,0.2525624930858612,24.615825653076172,0.23600000143051147,27.42563247680664
3,0.26100000739097595,16.84586524963379,0.22300000488758087,20.654672622680664
4,0.26087498664855957,12.173601150512695,0.24050000309944153,15.423258781433105
0,0.23718750476837158,62.087890625,0.28299999237060547,19.82518768310547
1,0.2513124942779541,9.270703315734863,0.2750000059604645,6.140315055847168
2,0.26762500405311584,3.611419200897217,0.2709999978542328,3.723510265350342
3,0.28806251287460327,2.5744266510009766,0.27649998664855957,2.7064712047576904
4,0.2980625033378601,2.1878669261932373,0.32899999618530273,2.4802937507629395
0,0.2368125021457672,61.764190673828125,0.2434999942779541,20.19767189025879
1,0.24950000643730164,8.991389274597168,0.25450000166893005,6.120443820953369
2,0.27443748712539673,3.25677752494812,0.2395000010728836,2.9770190715789795
3,0.2954375147819519,2.1829090118408203,0.273499995470047,2.3254783153533936
4,0.30562499165534973,1.8982477188110352,0.26499998569488525,2.4743828773498535
5,0.30906251072883606,1.810218095779419,0.3375000059604645,2.2410995960235596
6,0.31706249713897705,1.7411952018737793,0.25850000977516174,2.109384298324585
7,0.3226250112056732,1.699218988418579,0.3084999918937683,1.9293440580368042
8,0.3228124976158142,1.6595921516418457,0.27000001072883606,1.992591381072998
9,0.31825000047683716,1.6723296642303467,0.3070000112056732,2.093003034591675
10,0.3226250112056732,1.6657122373580933,0.3425000011920929,1.8671797513961792
11,0.3278749883174896,1.6135694980621338,0.27000001072883606,1.851609706878662
12,0.32350000739097595,1.6114575862884521,0.3305000066757202,1.7250804901123047
13,0.3244999945163727,1.5978196859359741,0.2955000102519989,1.7396345138549805
14,0.33287501335144043,1.582891583442688,0.34450000524520874,1.6869823932647705
15,0.33425000309944153,1.58417546749115,0.3504999876022339,1.6548445224761963
16,0.33649998903274536,1.574641466140747,0.3499999940395355,1.688612699508667
17,0.33412501215934753,1.579367995262146,0.35100001096725464,1.7118682861328125
18,0.33418750762939453,1.6144741773605347,0.35249999165534973,1.709104299545288
19,0.33518749475479126,1.6014479398727417,0.3465000092983246,1.6286423206329346
20,0.3346875011920929,1.6004558801651,0.35100001096725464,1.6508156061172485
21,0.3362500071525574,1.5748164653778076,0.34850001335144043,1.6769541501998901
22,0.3359375,1.5733003616333008,0.34950000047683716,1.6794770956039429
23,0.335875004529953,1.5762360095977783,0.35199999809265137,1.6371718645095825
24,0.335875004529953,1.5773791074752808,0.3499999940395355,1.680928349494934
25,0.335875004529953,1.5786018371582031,0.35199999809265137,1.6535921096801758
26,0.33556249737739563,1.5879733562469482,0.35199999809265137,1.6099121570587158
27,0.3356874883174896,1.5798519849777222,0.35199999809265137,1.6605150699615479
28,0.335750013589859,1.5749515295028687,0.35249999165534973,1.660372257232666
29,0.33556249737739563,1.5806841850280762,0.351500004529953,1.6030606031417847
0,0.24387499690055847,23.460264205932617,0.24950000643730164,3.276141881942749
1,0.3018749952316284,2.0871732234954834,0.3490000069141388,1.8029637336730957
2,0.33274999260902405,1.6951401233673096,0.35249999165534973,1.7076269388198853
3,0.3356249928474426,1.6182501316070557,0.35100001096725464,1.6000319719314575
4,0.3316250145435333,1.6203131675720215,0.3499999940395355,1.5928823947906494
5,0.336062490940094,1.5813688039779663,0.351500004529953,1.6183934211730957
6,0.336124986410141,1.6822377443313599,0.351500004529953,1.5919946432113647
7,0.335875004529953,1.5739902257919312,0.351500004529953,1.5914541482925415
8,0.335875004529953,1.573568344116211,0.351500004529953,1.5919169187545776
9,0.335875004529953,1.573483943939209,0.35100001096725464,1.5941582918167114
10,0.335875004529953,1.5736024379730225,0.35100001096725464,1.5935577154159546
0,0.32762500643730164,1.5907362699508667,0.35199999809265137,1.5826590061187744
0,0.327937513589859,22.868270874023438,0.35199999809265137,1.5807749032974243
1,0.33512499928474426,1.5761960744857788,0.35199999809265137,1.58318293094635
2,0.33512499928474426,1.5768052339553833,0.35199999809265137,1.5824551582336426
3,0.33118748664855957,1.5766702890396118,0.35199999809265137,1.5808051824569702
4,0.3334375023841858,1.5764796733856201,0.35199999809265137,1.5803477764129639
0,0.3267500102519989,17.826723098754883,0.35199999809265137,1.5852493047714233
1,0.33518749475479126,1.5798096656799316,0.35199999809265137,1.5820231437683105
2,0.3329375088214874,1.5778968334197998,0.35199999809265137,1.5796236991882324
3,0.33250001072883606,1.5770001411437988,0.35199999809265137,1.5816859006881714
4,0.33375000953674316,1.5767589807510376,0.35199999809265137,1.5826979875564575
0,0.2863124907016754,21.620420455932617,0.3504999876022339,1.8017512559890747
1,0.3343749940395355,1.622280240058899,0.3540000021457672,1.6090728044509888
2,0.33393749594688416,1.616645336151123,0.351500004529953,1.5936062335968018
3,0.3348749876022339,1.6226158142089844,0.35249999165534973,1.5821247100830078
4,0.3333750069141388,1.5959278345108032,0.351500004529953,1.6333587169647217
0,0.32074999809265137,15.561870574951172,0.35199999809265137,1.5829460620880127
1,0.3336249887943268,1.586323857307434,0.35199999809265137,1.585724115371704
2,0.33406248688697815,1.5845545530319214,0.35199999809265137,1.5814769268035889
3,0.33368751406669617,1.5770838260650635,0.35199999809265137,1.5818461179733276
4,0.3346875011920929,1.5772953033447266,0.35199999809265137,1.5838103294372559
0,0.31443750858306885,34.747230529785156,0.35199999809265137,1.5853155851364136
1,0.3335624933242798,1.5786226987838745,0.35199999809265137,1.5836275815963745
2,0.33518749475479126,1.5767582654953003,0.35199999809265137,1.5860073566436768
3,0.33518749475479126,1.5765124559402466,0.35199999809265137,1.5877790451049805
4,0.33500000834465027,1.5763877630233765,0.35199999809265137,1.5841681957244873
0,0.31468749046325684,26.33757972717285,0.35199999809265137,1.5802992582321167
1,0.33512499928474426,1.5795279741287231,0.35199999809265137,1.583662509918213
2,0.33524999022483826,1.5764116048812866,0.35199999809265137,1.5813851356506348
3,0.3318749964237213,1.5796641111373901,0.351500004529953,1.583094835281372
4,0.3308750092983246,1.5764552354812622,0.351500004529953,1.58626127243042
0,0.3266875147819519,23.00554656982422,0.35199999809265137,1.5819740295410156
1,0.33524999022483826,1.5766878128051758,0.35199999809265137,1.5847333669662476
2,0.33524999022483826,1.5763933658599854,0.35199999809265137,1.5820218324661255
3,0.33406248688697815,1.5764014720916748,0.35199999809265137,1.583367943763733
4,0.33524999022483826,1.5766541957855225,0.35199999809265137,1.585756540298462
